Online boarding,Inflight wifi service,Class,Type of Travel,Inflight entertainment,Flight Distance,Seat comfort,Leg room service,On-board service,Cleanliness,Ease of Online booking,Age,satisfaction
4,2,1,1,2,328.0,5,2,2,4,2,44,0
2,2,1,1,2,102.0,2,2,5,2,2,15,0
2,2,2,1,1,599.0,1,4,1,1,2,17,0
3,2,1,0,2,1000.0,2,2,3,2,3,37,0
5,0,0,0,3,177.0,5,3,3,5,0,58,1
4,4,0,0,5,3726.5,4,5,5,5,4,43,1
5,5,2,1,4,562.0,1,3,3,4,5,40,1
4,1,0,0,4,304.0,4,4,4,4,1,56,1
1,1,0,1,5,763.0,5,2,5,5,1,26,0
2,2,1,0,5,434.0,5,1,3,5,2,37,0
4,5,1,0,3,137.0,2,4,5,2,5,55,1
2,2,1,0,3,349.0,2,1,4,3,2,38,0
2,5,0,0,3,998.0,3,4,2,3,5,25,1
1,1,1,1,2,109.0,2,3,3,2,1,16,0
5,2,0,0,5,1399.0,5,5,5,4,1,57,1
4,3,0,0,4,436.0,4,4,4,3,3,53,1
3,3,1,0,3,404.0,3,3,3,4,4,49,0
4,4,0,0,3,996.0,3,5,3,3,5,50,1
4,4,1,0,5,305.0,5,2,5,5,4,23,1
4,4,0,0,4,1325.0,4,4,4,3,4,43,1
5,4,0,0,5,1976.0,5,3,3,5,3,33,1
3,2,0,0,2,282.0,3,2,2,3,4,44,0
5,5,1,1,2,646.0,2,3,4,2,5,7,1
2,2,1,0,2,377.0,2,3,3,2,3,61,0
4,3,0,0,4,1546.0,4,3,3,4,3,15,1
2,3,1,0,3,2614.0,3,4,3,3,1,29,0
4,4,0,0,4,2558.0,4,5,4,4,4,26,1
1,1,2,0,1,430.0,2,5,3,1,2,23,0
4,3,0,0,5,1947.0,4,5,5,5,3,34,1
2,2,1,1,2,1626.0,2,3,2,2,2,60,0
5,3,0,0,5,2069.0,4,5,5,3,3,59,1
4,4,1,1,2,1052.0,2,4,4,2,4,34,1
1,1,0,0,2,1069.0,3,3,4,2,1,26,0
0,0,0,0,1,836.0,5,3,3,1,0,20,1
4,4,0,0,1,2611.0,4,2,1,4,4,33,0
2,2,1,0,5,290.0,1,3,4,5,2,39,0
3,3,1,1,4,2092.0,3,2,4,4,3,14,0
3,4,0,0,4,3726.5,2,4,4,4,3,51,0
3,3,1,1,2,602.0,2,2,2,2,3,52,0
4,5,1,1,4,1023.0,4,5,4,1,5,65,1
3,2,1,0,1,372.0,1,1,3,1,3,38,0
2,2,2,0,3,868.0,3,4,3,3,2,29,0
4,4,1,1,4,446.0,4,5,3,4,4,31,0
5,2,0,0,4,2475.0,5,4,3,5,2,53,1
4,3,0,0,4,3681.0,4,5,4,4,3,25,1
4,3,0,0,2,1533.0,3,2,2,1,4,49,0
5,2,0,0,4,3726.5,4,4,4,4,2,49,1
4,1,0,0,4,216.0,1,1,1,4,4,31,0
4,3,0,0,3,472.0,5,4,3,5,3,47,1
4,5,1,0,5,280.0,1,5,5,2,2,56,1
4,4,0,0,5,3038.0,4,5,5,4,4,43,1
5,3,0,0,4,679.0,5,4,4,3,5,55,1
3,3,2,0,5,1044.0,4,5,4,5,3,25,0
1,1,1,0,2,1999.0,2,5,2,2,2,50,0
2,2,1,0,2,448.0,2,4,1,2,4,42,1
3,3,1,0,2,453.0,2,1,3,2,3,41,0
5,5,0,0,5,1728.0,5,2,2,5,5,16,1
2,2,2,0,2,214.0,2,2,2,4,2,63,0
5,4,0,0,5,1825.0,5,4,5,3,4,39,1
2,2,1,1,4,255.0,4,1,3,4,2,12,0
3,1,0,0,3,3726.5,3,3,3,1,3,36,1
2,1,1,0,3,775.0,3,2,3,3,2,24,0
3,3,1,0,3,1788.0,3,2,3,3,3,37,0
5,4,0,0,5,3389.0,5,5,4,5,2,31,1
2,2,1,1,4,358.0,4,1,3,4,2,66,0
1,1,2,1,5,390.0,3,2,3,5,1,55,0
1,1,0,0,1,312.0,1,4,2,1,2,33,0
4,1,1,1,4,2465.0,4,3,3,4,2,35,0
4,4,1,0,5,689.0,5,1,4,5,4,10,1
3,3,1,0,3,403.0,3,4,1,3,5,38,0
2,2,2,0,5,147.0,4,4,3,5,2,55,0
2,4,0,0,2,2519.0,2,2,1,2,5,31,1
5,1,0,0,5,3285.0,5,4,5,5,1,23,1
3,3,1,1,4,495.0,5,4,4,4,3,40,0
2,3,2,1,3,1506.0,3,2,2,3,2,69,0
4,1,0,0,1,554.0,4,1,1,3,3,50,0
3,3,1,0,3,693.0,3,5,5,3,3,26,0
4,5,1,0,3,1295.0,4,4,2,4,5,23,1
5,1,0,0,2,588.0,5,2,2,5,1,44,1
4,5,0,0,4,1851.0,4,3,2,4,5,31,1
4,2,0,0,3,3726.5,4,4,2,4,2,42,1
3,3,1,1,5,153.0,5,4,5,5,3,11,0
4,4,0,0,5,621.0,5,3,3,5,4,37,1
4,3,0,0,4,547.0,4,4,4,5,3,48,1
1,1,1,1,1,785.0,5,3,5,1,1,26,0
5,2,1,1,4,1205.0,5,2,4,4,2,47,0
3,3,1,1,2,1608.0,2,3,3,2,3,24,0
5,4,0,0,5,1599.0,5,1,1,5,4,32,1
1,2,1,1,3,325.0,3,1,4,3,1,7,0
4,1,0,0,5,1009.0,5,5,5,5,1,34,1
4,4,1,0,4,541.0,4,2,5,4,4,39,1
1,1,1,1,2,362.0,1,3,2,2,1,19,0
5,3,0,0,4,2071.0,4,4,4,4,3,52,1
5,5,1,0,4,235.0,4,1,2,4,3,55,1
2,2,1,0,5,539.0,5,5,4,5,2,23,0
3,5,0,0,4,2172.0,4,4,4,4,5,52,1
3,3,2,1,5,533.0,1,3,5,5,3,20,0
4,3,0,0,3,3726.5,3,3,3,2,5,50,0
4,2,0,0,5,3726.5,5,5,5,4,2,54,1
4,2,0,0,5,603.0,4,5,5,3,2,52,1
2,2,1,0,2,991.0,2,1,1,2,4,56,0
1,1,0,1,4,228.0,3,5,2,4,1,10,0
3,1,1,0,3,177.0,3,4,3,3,0,72,0
4,4,1,0,4,589.0,4,4,3,4,4,24,0
2,1,0,0,4,3726.5,2,4,4,3,3,43,0
5,5,0,0,3,390.0,3,5,5,3,5,21,1
5,4,0,0,4,666.0,4,4,4,5,4,57,1
4,3,0,0,4,569.0,4,4,4,4,3,44,1
4,4,0,0,4,2432.0,4,4,4,3,4,56,1
4,2,0,0,2,1984.0,4,2,2,2,5,63,0
2,1,0,0,5,2367.0,5,4,4,5,2,39,0
4,4,0,0,4,2949.0,3,4,4,1,2,61,0
4,1,0,0,5,1686.0,5,5,5,3,1,53,1
4,2,0,0,4,1739.0,5,4,4,3,2,51,1
5,3,1,1,5,413.0,5,5,5,3,5,45,0
5,2,0,0,5,3726.5,5,2,5,5,2,30,1
4,5,0,0,4,1592.0,5,4,4,5,5,51,1
5,5,0,0,4,2586.0,5,3,5,5,2,69,1
4,4,2,0,1,606.0,1,2,1,1,4,7,0
5,3,0,0,5,1360.0,3,5,5,2,3,51,1
3,3,1,1,2,119.0,2,3,3,2,3,39,0
5,5,0,0,4,285.0,4,4,4,5,5,54,1
4,1,0,0,5,2627.0,1,5,5,4,1,34,1
5,3,0,0,5,3488.0,5,5,4,5,3,15,1
4,5,0,0,5,551.0,5,5,5,5,5,41,1
4,2,0,0,4,1554.0,4,4,4,5,2,54,1
4,4,0,0,5,1422.0,5,5,4,5,4,38,1
5,5,1,0,4,484.0,3,5,4,3,3,60,1
3,4,0,0,4,1754.0,3,4,4,4,5,42,0
5,2,1,1,2,102.0,4,2,2,3,2,53,0
2,2,1,0,2,436.0,2,3,3,2,2,36,0
0,0,0,0,2,1235.0,2,4,3,2,0,27,1
2,2,1,1,4,351.0,4,5,5,4,2,69,0
2,3,0,0,3,2864.0,3,3,3,1,3,59,0
3,3,1,1,5,735.0,5,5,4,5,3,51,0
5,5,0,0,5,312.0,5,3,5,5,5,28,1
1,1,0,0,2,1558.0,2,3,2,4,2,67,0
4,4,0,0,4,876.0,4,4,4,4,1,39,1
4,1,1,1,1,163.0,5,1,1,3,1,63,0
1,1,0,0,1,483.0,1,5,1,1,1,15,0
2,2,2,0,4,721.0,4,2,5,4,2,20,0
5,3,0,0,5,212.0,5,5,5,3,3,47,1
3,3,0,0,4,397.0,4,4,5,4,3,34,0
3,3,1,1,3,920.0,3,1,3,3,3,41,0
2,2,1,0,2,1262.0,2,4,1,2,2,27,0
2,2,1,0,2,223.0,2,2,1,2,2,27,0
5,2,0,0,4,3175.0,4,5,4,3,2,48,1
4,1,0,0,1,1930.0,3,1,1,3,3,51,0
4,5,0,0,5,283.0,4,5,5,4,5,45,1
5,1,0,0,4,3494.0,5,4,2,5,1,41,1
4,3,1,0,2,240.0,4,3,2,4,2,65,0
2,2,0,1,1,1416.0,4,2,1,3,2,49,0
3,3,1,1,3,2419.0,3,4,2,3,3,11,0
5,5,1,0,5,1626.0,5,3,3,5,4,33,1
3,4,1,0,3,463.0,3,2,4,3,3,30,0
3,3,1,0,3,1501.0,2,5,3,3,4,26,0
4,4,1,1,4,967.0,4,4,4,4,4,48,1
4,4,1,1,2,1576.0,5,3,3,2,4,24,0
4,4,2,0,5,672.0,5,5,1,5,3,47,0
1,1,0,0,4,954.0,1,4,2,1,3,17,0
4,4,1,1,4,1068.0,4,5,1,4,4,49,0
1,1,1,1,3,475.0,3,5,1,3,1,15,0
1,1,1,1,1,222.0,2,1,1,1,1,54,0
3,3,2,0,3,370.0,3,1,1,3,5,60,0
4,1,0,0,2,357.0,4,2,2,4,1,58,1
3,2,0,0,2,2475.0,4,3,2,4,1,36,0
3,2,1,1,1,335.0,1,1,2,1,3,56,0
3,3,1,0,2,1186.0,2,4,5,2,3,14,0
4,3,0,0,5,2929.0,5,5,5,2,3,33,1
1,1,1,1,3,1616.0,3,5,4,3,1,13,0
5,5,0,0,5,2480.0,4,5,5,4,5,54,1
1,1,1,1,4,1121.0,4,4,5,4,1,52,0
5,2,0,0,3,1729.0,5,4,3,5,2,58,1
4,3,0,0,4,554.0,4,1,5,4,3,21,1
4,3,1,1,1,320.0,5,3,1,2,3,50,0
4,5,0,0,5,2106.0,4,5,5,5,5,44,1
4,3,0,0,4,2798.0,5,4,4,3,3,41,1
2,2,1,1,3,280.0,3,2,4,3,2,34,0
4,3,1,1,2,649.0,2,3,2,3,3,68,0
3,3,0,0,3,409.0,3,4,3,3,3,44,0
3,3,1,1,1,1399.0,1,3,5,1,3,23,0
1,1,1,1,2,283.0,2,3,3,2,1,29,0
1,3,0,0,4,3364.0,4,4,4,4,3,45,1
3,3,0,0,3,1966.0,3,1,4,3,4,30,0
2,5,0,0,3,2828.0,4,3,3,4,5,48,1
5,2,1,1,1,337.0,4,2,1,4,2,58,0
4,2,0,0,2,2391.0,4,2,2,1,1,36,0
4,4,0,0,2,351.0,2,5,4,2,4,26,1
5,1,0,0,5,1119.0,5,5,5,3,1,33,1
3,3,0,0,1,762.0,1,5,4,1,3,49,0
4,0,0,0,5,2108.0,5,5,5,3,0,35,1
4,1,0,0,1,3441.0,4,1,1,4,2,51,0
3,1,1,1,4,337.0,4,2,5,4,3,45,0
5,2,0,0,4,1971.0,4,4,4,5,2,45,1
3,3,1,0,4,1037.0,4,4,2,4,3,27,0
4,4,0,0,4,2288.0,4,2,5,4,4,25,1
3,2,0,0,2,1121.0,3,2,2,3,5,44,0
3,4,1,1,3,918.0,3,4,4,3,3,17,0
4,4,1,1,3,550.0,4,5,3,3,5,61,1
3,3,1,1,4,833.0,4,4,3,4,3,8,0
3,3,1,1,1,414.0,3,1,3,1,3,22,0
4,2,1,0,2,862.0,4,2,2,4,3,42,0
0,0,1,0,3,391.0,3,4,1,3,0,22,1
1,1,0,0,1,3619.0,1,2,2,1,4,24,0
3,3,1,1,5,1521.0,5,1,1,5,3,64,0
2,2,1,1,4,408.0,4,4,4,4,2,54,0
5,5,2,0,5,337.0,5,2,3,5,4,39,1
2,3,0,0,1,227.0,1,3,5,1,2,36,0
0,2,1,1,1,130.0,1,5,5,1,0,22,0
4,4,0,0,4,679.0,4,3,1,4,2,30,0
4,4,1,0,4,515.0,4,4,4,2,3,63,0
5,2,0,0,5,304.0,4,5,5,3,4,48,1
4,1,0,0,3,2586.0,4,5,3,4,1,54,1
5,5,0,0,5,414.0,2,5,4,5,5,28,1
4,4,1,0,2,853.0,2,4,1,2,4,24,0
4,1,2,1,2,409.0,2,2,3,2,4,27,0
5,1,0,0,4,3698.0,4,5,4,3,1,34,1
2,2,1,1,3,2139.0,2,3,3,3,2,61,0
3,3,1,1,2,259.0,2,5,1,2,3,20,0
4,3,0,0,3,3402.0,3,3,3,3,1,39,0
1,1,2,1,4,998.0,4,2,5,4,1,45,0
5,4,0,0,2,577.0,4,2,2,5,4,43,1
2,2,0,0,2,189.0,2,4,5,2,2,29,0
5,3,0,0,5,2876.0,5,5,5,3,3,33,1
3,2,1,1,4,721.0,3,3,1,3,2,23,0
3,3,1,1,1,874.0,1,2,4,1,3,27,0
3,2,0,0,3,1546.0,3,5,5,3,2,31,1
4,1,0,0,5,2173.0,5,5,5,3,1,60,1
2,2,1,0,2,866.0,2,2,2,2,2,51,0
4,2,1,1,4,235.0,4,5,4,4,2,58,0
3,1,1,1,2,821.0,3,1,2,1,1,56,0
1,1,2,1,4,189.0,4,5,4,4,1,67,0
2,2,1,0,2,238.0,2,4,4,2,2,27,0
1,2,1,0,3,361.0,3,5,4,3,1,44,0
2,5,0,0,1,1901.0,2,1,1,1,3,37,0
3,3,1,0,4,109.0,4,5,4,4,3,35,0
3,3,1,0,2,846.0,2,4,1,2,3,20,0
5,4,1,0,4,809.0,4,5,4,4,3,36,1
2,2,1,0,2,654.0,2,5,3,2,2,34,0
5,1,0,0,4,1723.0,5,4,4,3,1,59,1
1,1,1,1,2,354.0,2,5,2,2,1,41,0
2,2,1,1,2,867.0,2,2,5,2,2,66,0
4,3,0,0,5,3710.0,5,5,5,5,3,56,1
4,4,2,0,4,143.0,4,3,3,4,2,64,1
2,2,0,0,2,1448.0,3,2,2,4,2,35,0
4,2,1,1,4,399.0,4,2,1,4,4,45,0
4,4,0,0,2,1145.0,5,3,3,2,4,20,1
4,4,0,0,4,1999.0,4,4,4,3,4,52,1
4,5,0,0,4,1840.0,5,5,3,4,5,33,1
2,2,1,1,2,817.0,1,1,1,2,2,9,0
2,2,1,0,2,2329.0,2,1,1,2,2,42,0
3,3,1,0,2,759.0,3,4,1,3,1,41,0
5,5,2,1,3,129.0,2,4,3,3,5,14,1
5,5,0,0,1,922.0,1,3,5,1,5,22,1
3,0,1,1,5,986.0,4,0,5,1,0,49,1
2,3,0,0,5,1981.0,2,5,5,1,3,46,1
2,2,1,1,2,862.0,2,4,3,2,2,13,0
2,1,1,1,3,798.0,2,1,3,3,1,42,0
3,3,1,1,5,1072.0,5,5,3,5,3,7,0
1,1,1,0,1,304.0,1,5,3,1,5,39,0
1,1,1,1,2,731.0,2,3,4,2,1,25,0
3,3,1,0,1,362.0,1,3,4,1,3,26,0
1,1,1,1,4,280.0,4,1,1,4,1,40,0
1,1,0,0,1,883.0,1,5,5,1,1,30,0
0,0,2,0,1,950.0,1,1,2,1,0,20,1
0,0,1,1,2,1499.0,2,5,4,2,0,23,1
1,1,0,0,1,1911.0,1,2,1,1,3,30,0
5,4,0,0,4,1481.0,4,4,4,3,4,47,1
1,0,0,0,5,2882.0,3,3,5,4,0,43,1
3,3,0,1,5,937.0,5,3,1,5,3,16,0
5,4,0,0,4,2107.0,4,5,4,5,4,51,1
4,3,0,1,3,86.0,4,3,3,3,3,67,0
2,2,0,0,2,316.0,2,5,1,2,4,23,0
4,5,0,0,3,3130.0,3,4,3,4,4,61,1
3,3,1,1,2,235.0,3,3,2,3,3,66,0
3,4,0,0,5,772.0,5,5,5,4,4,34,1
4,4,0,0,4,946.0,4,5,4,4,4,30,1
4,1,0,0,4,2449.0,5,4,4,4,1,57,1
2,5,0,0,4,3340.0,3,4,4,5,5,45,1
3,3,0,0,3,3442.0,4,3,3,2,2,52,0
2,4,1,1,2,2586.0,2,4,3,2,4,60,1
5,5,1,1,1,612.0,1,2,1,1,5,31,1
3,4,0,0,4,1770.0,4,4,4,4,1,39,0
3,3,1,0,1,251.0,1,1,1,1,3,25,0
5,4,0,0,2,501.0,5,2,2,4,4,59,1
2,4,1,0,4,101.0,3,4,4,4,5,60,1
2,2,0,0,3,1020.0,3,4,5,3,2,26,0
3,2,0,0,2,1984.0,2,3,2,4,1,44,0
3,1,1,0,1,1149.0,3,1,1,4,4,55,0
4,1,0,0,5,1598.0,5,5,5,5,1,40,1
3,3,1,1,4,335.0,4,4,4,4,3,33,0
3,3,1,0,4,802.0,4,3,3,4,2,58,0
5,2,0,0,3,3726.5,4,3,3,5,2,51,1
4,4,1,1,2,1197.0,2,2,4,2,4,35,0
4,3,0,0,3,450.0,3,4,3,1,4,40,0
2,2,0,0,4,447.0,4,2,3,4,2,47,0
4,5,0,0,5,312.0,5,5,5,3,5,43,1
5,4,1,1,2,321.0,2,4,1,2,5,55,0
3,3,1,1,4,1532.0,4,5,3,4,3,19,0
4,2,1,1,3,315.0,4,2,3,3,2,62,0
4,4,1,0,4,1091.0,4,2,2,4,4,36,1
3,3,1,0,4,157.0,4,3,1,4,3,36,0
4,2,0,1,5,859.0,5,2,5,5,2,33,0
0,1,1,1,5,1290.0,3,4,5,5,0,21,0
5,5,0,0,5,363.0,4,5,5,4,5,47,1
3,3,0,1,3,650.0,2,3,2,3,3,29,0
3,3,1,1,1,912.0,1,5,4,1,3,40,0
3,3,0,0,3,1535.0,3,2,3,3,3,50,0
2,2,1,1,5,672.0,5,1,1,5,2,35,0
3,1,1,1,5,452.0,3,5,5,5,3,43,0
2,2,0,0,4,297.0,4,3,5,4,2,39,0
4,1,0,0,5,772.0,5,4,4,5,4,30,1
5,1,0,0,5,3424.0,4,5,5,4,1,40,1
4,3,0,0,4,399.0,5,4,4,5,3,65,1
5,4,0,0,3,3161.0,4,3,3,3,4,46,1
2,2,1,1,1,862.0,1,1,1,1,2,11,0
3,3,1,1,1,134.0,5,0,1,3,0,69,0
4,4,1,0,4,1023.0,4,5,1,4,1,33,0
2,2,1,0,2,2248.0,2,5,4,2,2,32,0
4,2,0,0,3,606.0,5,4,3,4,4,57,1
0,1,1,0,4,447.0,4,2,1,4,0,33,0
4,4,1,1,2,224.0,2,3,4,2,4,25,1
4,1,0,0,5,3471.0,4,5,5,3,1,53,1
3,2,0,0,2,240.0,3,2,2,3,1,55,0
4,1,0,0,5,862.0,4,5,5,5,3,52,1
3,1,1,1,2,1464.0,5,2,2,5,2,65,0
2,1,1,0,4,192.0,1,5,3,4,2,25,0
4,3,0,0,3,3097.0,4,4,3,1,2,35,0
4,4,0,0,5,571.0,3,4,3,5,4,28,1
3,4,1,0,5,944.0,1,2,3,5,3,48,0
3,3,1,1,2,349.0,3,3,5,2,3,48,0
2,4,0,0,2,594.0,2,2,3,2,4,9,1
4,3,0,0,2,1096.0,4,2,2,5,3,54,1
2,2,2,0,4,158.0,2,4,2,4,2,32,0
2,2,1,0,2,2409.0,3,2,2,3,1,45,0
1,1,0,0,1,879.0,1,3,1,1,5,30,0
5,2,0,0,5,3726.5,1,5,5,2,2,42,1
2,2,1,0,1,190.0,2,3,5,2,5,46,0
4,4,1,0,4,488.0,4,2,3,4,4,49,1
1,1,1,1,2,480.0,4,5,4,2,1,32,0
2,3,0,0,3,3082.0,1,3,3,4,1,40,0
5,1,0,0,5,545.0,5,4,4,5,1,23,1
5,5,1,0,5,846.0,5,4,5,5,5,40,1
3,3,1,1,3,431.0,2,3,3,3,3,44,0
3,3,1,0,3,883.0,3,5,2,3,4,59,0
4,4,0,0,5,1733.0,5,5,5,3,4,56,1
4,0,0,0,1,3702.0,4,1,1,5,0,57,1
4,2,0,0,2,2080.0,5,2,2,4,3,47,1
1,1,1,1,3,1464.0,3,4,5,3,1,15,0
5,2,0,0,5,1400.0,5,5,5,5,2,39,1
5,1,0,0,3,3726.5,4,4,3,4,1,40,1
4,4,0,0,5,3024.0,5,5,5,5,4,47,1
3,3,2,1,1,590.0,1,3,5,1,3,30,0
3,1,1,1,1,507.0,3,1,1,5,1,53,0
2,2,0,0,2,3726.5,2,2,2,1,4,66,0
1,1,1,1,3,762.0,3,5,4,3,1,17,0
2,4,0,0,4,926.0,2,4,4,3,2,35,0
4,3,0,0,3,387.0,3,3,3,1,5,77,0
4,5,0,0,4,1945.0,4,4,4,4,5,49,1
4,2,0,0,4,2474.0,4,4,4,4,2,44,1
3,1,0,0,3,2483.0,3,3,3,1,2,67,0
4,4,1,0,4,399.0,4,3,4,4,2,39,1
3,4,0,0,3,107.0,4,4,5,3,3,22,1
1,1,1,1,4,1671.0,2,1,4,4,1,20,0
3,2,0,0,2,3261.0,4,2,2,3,2,60,0
3,3,1,1,4,1126.0,2,3,4,4,3,16,0
4,4,1,0,1,525.0,1,4,4,1,4,36,0
4,5,0,0,4,1856.0,3,5,4,3,5,34,1
2,2,1,0,3,1065.0,2,2,3,2,4,50,0
4,4,1,0,4,594.0,4,1,1,4,1,56,1
4,4,0,0,2,2586.0,2,3,4,2,4,44,1
5,1,0,0,5,337.0,5,4,5,3,1,41,1
1,1,2,1,5,416.0,5,3,4,5,1,17,0
3,3,1,0,5,1096.0,5,4,1,5,3,21,0
4,2,0,0,4,226.0,4,4,4,4,2,49,1
2,2,1,1,3,1047.0,3,4,4,3,2,32,0
5,5,0,0,5,2019.0,5,5,5,4,3,46,1
4,3,0,0,5,1791.0,5,5,5,4,3,49,1
5,3,0,0,4,3726.5,4,4,4,5,4,43,1
5,3,0,0,5,1127.0,4,5,5,4,2,53,1
4,1,0,0,1,3633.0,3,1,1,4,1,47,0
1,4,0,0,4,1809.0,3,5,4,3,4,51,1
1,1,1,1,1,86.0,1,4,3,1,1,37,0
3,3,1,0,3,630.0,3,3,3,3,1,43,0
4,4,0,0,5,2113.0,4,5,5,3,4,70,1
5,4,0,0,3,466.0,3,4,4,3,5,22,1
2,2,0,0,1,1979.0,1,5,4,1,2,39,0
4,2,0,0,5,2586.0,4,5,5,3,2,33,1
4,3,0,0,4,3449.0,5,4,4,4,3,52,1
4,5,0,0,4,2235.0,4,4,4,4,5,31,1
4,3,1,1,4,723.0,4,3,2,4,4,26,0
2,2,1,1,5,503.0,5,5,3,5,2,54,0
3,3,1,1,1,671.0,1,3,5,1,3,41,0
4,5,0,0,4,3090.0,5,4,4,4,5,58,1
3,3,0,0,3,2045.0,3,5,4,3,2,14,0
5,2,0,0,4,3726.5,5,5,2,5,2,62,1
3,3,0,0,1,1011.0,1,4,5,1,3,42,0
1,1,1,1,5,277.0,3,1,5,5,1,29,0
4,3,0,0,4,1666.0,5,4,4,4,3,53,1
3,4,0,0,2,363.0,1,2,2,5,4,35,1
3,2,1,0,2,239.0,3,2,2,1,4,52,0
3,3,2,1,5,403.0,2,5,3,5,3,57,0
4,5,0,0,4,3706.0,4,5,4,3,5,50,1
1,1,1,1,4,359.0,5,3,3,4,1,42,0
5,1,0,0,5,1303.0,5,5,5,5,1,59,1
4,4,0,0,2,2071.0,4,2,2,4,4,46,1
1,5,0,0,5,300.0,3,4,5,3,5,37,1
5,4,0,0,4,575.0,4,4,4,5,4,60,1
5,2,0,0,5,3472.0,4,4,5,5,2,46,1
1,1,0,0,5,337.0,5,3,4,5,1,26,0
3,3,0,0,1,351.0,1,5,2,1,3,44,0
0,3,1,1,3,109.0,4,1,4,3,0,8,0
4,3,0,0,4,2425.0,4,5,4,4,3,27,1
3,3,0,0,3,259.0,3,3,3,4,3,58,0
5,4,2,1,3,328.0,3,4,4,3,5,32,0
5,3,0,0,5,3726.5,5,5,5,3,2,49,1
5,5,0,0,4,522.0,4,3,2,4,5,30,1
4,5,0,0,5,438.0,5,5,5,5,1,44,1
3,5,1,0,5,101.0,3,5,5,3,2,42,1
5,2,0,0,3,2633.0,4,4,3,5,2,52,1
1,1,1,0,3,944.0,3,5,1,3,1,23,0
3,3,2,0,3,1097.0,2,2,3,3,2,20,0
4,5,0,0,4,237.0,4,4,4,4,5,28,1
0,0,0,0,3,265.0,1,2,3,3,0,23,1
2,2,1,1,3,602.0,2,3,5,3,2,36,0
2,1,0,0,2,2399.0,2,5,3,2,1,28,1
3,4,1,1,2,954.0,4,4,2,1,4,44,0
0,2,1,1,3,209.0,3,5,5,3,0,18,0
3,2,1,0,3,338.0,3,2,3,4,1,59,0
5,4,0,0,5,1037.0,5,4,4,5,4,31,1
5,1,1,1,4,508.0,4,1,4,5,1,55,0
3,4,0,0,2,3267.0,3,2,2,4,4,37,1
3,3,1,1,1,362.0,1,3,3,1,3,10,0
5,5,0,0,5,936.0,5,5,5,3,5,48,1
1,1,0,0,3,1628.0,1,5,4,3,2,49,0
4,4,0,0,3,2611.0,4,1,4,4,1,41,0
5,4,1,1,3,657.0,4,4,3,5,4,59,0
4,5,0,0,4,399.0,4,2,5,4,5,29,1
5,2,0,0,5,544.0,4,5,5,4,2,34,1
3,3,1,1,4,948.0,4,2,1,4,3,36,0
1,2,1,1,3,583.0,3,5,1,3,1,19,0
3,1,0,0,5,2229.0,2,5,5,4,1,50,1
1,1,1,0,3,152.0,3,4,4,3,1,27,0
5,5,0,0,4,2386.0,2,4,4,5,5,38,1
3,3,1,1,3,1009.0,5,1,1,3,3,70,0
5,0,0,0,3,282.0,4,2,3,3,0,49,1
2,2,1,1,5,529.0,5,5,4,5,2,45,0
4,1,0,0,3,1984.0,4,3,3,4,1,50,1
4,4,1,0,4,132.0,3,4,4,3,2,47,1
5,2,1,1,1,409.0,5,2,1,5,2,48,0
2,2,1,1,1,192.0,1,2,2,1,2,62,0
2,2,0,0,2,408.0,5,4,4,2,2,40,0
2,2,1,0,3,495.0,3,4,4,3,2,27,0
2,2,0,0,5,3726.5,3,5,5,5,2,62,1
2,2,1,1,4,907.0,4,3,4,4,2,42,0
2,2,1,1,2,992.0,2,4,5,2,2,22,0
5,1,0,0,5,231.0,4,5,5,5,1,58,1
1,1,0,0,4,1013.0,4,4,3,4,2,49,0
3,3,1,1,5,89.0,1,5,5,5,3,15,0
4,4,1,0,4,328.0,4,1,2,4,4,38,0
3,3,1,1,3,666.0,3,5,2,3,3,24,0
3,3,1,0,4,515.0,4,4,1,4,3,26,0
4,5,0,0,4,1808.0,4,3,4,4,5,49,1
1,1,1,0,5,751.0,3,4,2,5,1,34,0
3,3,2,1,4,2218.0,4,3,1,4,3,13,0
3,2,2,1,3,1197.0,4,2,3,3,2,43,0
4,2,0,0,1,2677.0,4,4,3,4,2,22,1
4,4,0,0,4,3503.0,4,4,4,3,4,50,1
4,4,0,0,4,296.0,4,5,4,4,1,16,1
1,1,1,1,5,284.0,5,5,3,5,1,46,0
4,5,0,0,4,852.0,4,5,5,4,5,24,1
4,5,0,0,5,2387.0,4,5,5,4,5,55,1
4,4,2,1,3,110.0,3,4,4,3,4,40,0
3,2,1,1,4,73.0,3,2,5,3,2,29,0
4,3,1,0,3,694.0,3,1,4,3,4,25,0
3,2,0,0,4,2047.0,4,4,4,2,3,73,0
3,3,1,1,2,502.0,4,4,5,2,3,49,0
2,1,1,0,1,1064.0,2,4,2,2,1,27,0
5,0,0,0,4,2195.0,4,2,4,4,0,57,1
5,2,0,0,4,1024.0,4,4,4,4,1,49,1
4,3,0,0,3,1524.0,4,3,3,1,5,59,0
1,1,1,1,5,601.0,5,4,4,5,1,35,0
3,3,1,0,5,2075.0,5,4,5,5,3,25,0
4,3,0,0,3,1325.0,3,3,3,1,4,51,0
4,4,1,0,4,667.0,5,1,2,4,4,43,0
2,1,1,1,2,293.0,1,5,4,2,2,12,0
5,3,1,1,2,250.0,4,3,2,3,3,44,0
3,3,0,0,4,3046.0,5,4,4,1,3,41,1
3,3,1,0,2,266.0,2,3,4,2,3,34,0
